transaction_id;user_id;transaction_date;tx_type;merchant_category;amount_eur;fee_amount_eur;is_revenue_tx
T00052571;U004967;3/6/2025;Card Payment;Dining;56,89;0,57;1
T00052572;U004967;27/6/2025;Card Payment;Online Retail;23,02;0,23;1
T00052573;U004967;1/6/2025;Card Payment;Entertainment;9,8;0,1;1
T00052574;U004967;29/6/2025;Card Payment;Online Retail;16,6;0,17;1
T00052575;U004967;1/6/2025;Cash Withdrawal;ATM;60;0;0
T00052576;U004967;28/6/2025;Bank Transfer;Transfer;38,84;0,16;1
T00052577;U004967;5/6/2025;Card Payment;Dining;25,85;0,26;1
T00052578;U004967;29/6/2025;Bank Transfer;Transfer;25,67;0;0
T00052579;U004967;8/6/2025;Card Payment;Online Retail;22,41;0,22;1
T00052580;U004967;13/7/2025;Card Payment;Utilities;58,22;0,58;1
T00052581;U004967;15/7/2025;Card Payment;Groceries;23,6;0,24;1
T00052582;U004967;1/8/2025;Card Payment;Transport;36,01;0,36;1
T00052583;U004971;30/9/2025;Card Payment;Online Retail;34,46;0,34;1
T00052584;U004971;26/9/2025;Card Payment;Transport;29,44;0,29;1
T00052585;U004971;11/10/2025;Card Payment;Groceries;21,61;0,22;1
T00052586;U004971;23/11/2025;Card Payment;Groceries;64,87;0,65;1
T00052587;U004971;24/11/2025;Bank Transfer;Transfer;24,85;0;0
T00052588;U004971;28/12/2025;Card Payment;Dining;20,29;0,2;1
T00052589;U004972;26/11/2025;Card Payment;Online Retail;40,61;0,41;1
T00052590;U004972;25/11/2025;Card Payment;Online Retail;34,61;0,35;1
T00052591;U004972;21/11/2025;Bank Transfer;Transfer;154,68;0;0
T00052592;U004972;5/12/2025;Bank Transfer;Transfer;12,5;0;0
T00052593;U004976;4/1/2025;Cash Withdrawal;ATM;20;0;0
T00052594;U004976;8/1/2025;Card Payment;Utilities;32,42;0,26;1
T00052595;U004976;22/1/2025;Card Payment;Groceries;17,86;0,14;1
T00052596;U004976;20/1/2025;Bank Transfer;Transfer;238,58;0;0
T00052597;U004976;25/1/2025;Card Payment;Online Retail;30,34;0,24;1
T00052598;U004976;23/2/2025;Card Payment;Groceries;21,93;0,18;1
T00052599;U004976;25/2/2025;Card Payment;Online Retail;21,39;0,17;1
T00052600;U004976;10/2/2025;Card Payment;Groceries;25,76;0,21;1
T00052601;U004976;18/2/2025;Bank Transfer;Transfer;36,3;0,11;1
T00052602;U004976;9/2/2025;Card Payment;Online Retail;56,22;0,45;1
T00052603;U004976;24/2/2025;Card Payment;Utilities;64,91;0,52;1
T00052604;U004976;13/2/2025;Card Payment;Transport;29,06;0,23;1
T00052605;U004976;12/2/2025;Card Payment;Fuel;14,62;0,12;1
T00052606;U004976;27/2/2025;Bank Transfer;Transfer;22;0,07;1
T00052607;U004976;7/2/2025;Card Payment;Fuel;65,56;0,52;1
T00052608;U004976;21/3/2025;Card Payment;Fuel;37,86;0,3;1
T00052609;U004976;3/3/2025;Card Payment;Dining;35,57;0,28;1
T00052610;U004976;7/3/2025;Card Payment;Groceries;93,48;0,75;1
T00052611;U004976;31/3/2025;Card Payment;Online Retail;87,92;0,7;1
T00052612;U004976;25/3/2025;Card Payment;Entertainment;48,34;0,39;1
T00052613;U004976;12/3/2025;Card Payment;Online Retail;31,96;0,26;1
T00052614;U004976;24/3/2025;Card Payment;Travel;31,11;0,25;1
T00052615;U004976;3/3/2025;Bank Transfer;Transfer;26,47;0,08;1
T00052616;U004976;16/3/2025;Card Payment;Utilities;21,38;0,17;1
T00052617;U004976;9/3/2025;Card Payment;Utilities;10,94;0,09;1
T00052618;U004976;21/3/2025;Bank Transfer;Transfer;67,58;0;0
T00052619;U004976;14/4/2025;Card Payment;Online Retail;41,48;0,33;1
T00052620;U004976;6/4/2025;Card Payment;Online Retail;12,48;0,1;1
T00052621;U004976;6/4/2025;Card Payment;Online Retail;23,85;0,19;1
T00052622;U004976;7/4/2025;Card Payment;Entertainment;36,14;0,29;1
T00052623;U004976;27/4/2025;Bank Transfer;Transfer;57,57;0,17;1
T00052624;U004976;27/4/2025;Card Payment;Utilities;19,64;0,16;1
T00052625;U004976;3/4/2025;Card Payment;Utilities;53,31;0,43;1
T00052626;U004976;5/4/2025;Bank Transfer;Transfer;44,07;0,13;1
T00052627;U004976;25/4/2025;Card Payment;Transport;83,68;0,67;1
T00052628;U004976;31/5/2025;Bank Transfer;Transfer;28,85;0,09;1
T00052629;U004976;16/5/2025;Card Payment;Dining;41,28;0,33;1
T00052630;U004976;3/5/2025;Cash Withdrawal;ATM;200;0;0
T00052631;U004976;28/5/2025;Bank Transfer;Transfer;256,93;0,77;1
T00052632;U004976;18/5/2025;Card Payment;Groceries;12,34;0,1;1
T00052633;U004976;19/5/2025;Card Payment;Transport;21,54;0,17;1
T00052634;U004976;14/5/2025;Card Payment;Online Retail;93,92;0,75;1
T00052635;U004976;9/5/2025;Card Payment;Utilities;18,99;0,15;1
T00052636;U004976;6/5/2025;Card Payment;Groceries;42,1;0,34;1
T00052637;U004976;1/5/2025;Card Payment;Entertainment;30,35;0,24;1
T00052638;U004976;13/5/2025;Bank Transfer;Transfer;81,82;0,25;1
T00052639;U004976;27/5/2025;Card Payment;Utilities;17,29;0,14;1
T00052640;U004976;3/5/2025;Bank Transfer;Transfer;63,14;0;0
T00052641;U004976;27/6/2025;Card Payment;Online Retail;24,15;0,19;1
T00052642;U004976;17/6/2025;Card Payment;Utilities;48,43;0,39;1
T00052643;U004976;28/6/2025;Card Payment;Online Retail;13,82;0,11;1
T00052644;U004976;18/6/2025;Card Payment;Fuel;48,6;0,39;1
T00052645;U004976;11/6/2025;Bank Transfer;Transfer;635,75;1,91;1
T00052646;U004976;17/7/2025;Cash Withdrawal;ATM;40;0;0
T00052647;U004976;15/7/2025;Card Payment;Travel;60,7;0,49;1
T00052648;U004976;28/7/2025;Card Payment;Dining;26,23;0,21;1
T00052649;U004976;15/7/2025;Bank Transfer;Transfer;39,59;0,12;1
T00052650;U004976;20/7/2025;Card Payment;Online Retail;28,18;0,23;1
T00052651;U004976;12/7/2025;Card Payment;Online Retail;9,2;0,07;1
T00052652;U004976;21/7/2025;Card Payment;Transport;19,52;0,16;1
T00052653;U004976;6/7/2025;Card Payment;Transport;43,21;0,35;1
T00052654;U004976;4/7/2025;Card Payment;Groceries;22,89;0,18;1
T00052655;U004976;18/8/2025;Card Payment;Travel;22,94;0,18;1
T00052656;U004976;28/8/2025;Card Payment;Fuel;115,59;0,92;1
T00052657;U004976;26/8/2025;Bank Transfer;Transfer;120,62;0,36;1
T00052658;U004976;14/8/2025;Card Payment;Groceries;8,8;0,07;1
T00052659;U004976;18/8/2025;Card Payment;Fuel;35,36;0,28;1
T00052660;U004976;27/8/2025;Card Payment;Fuel;49,8;0,4;1
T00052661;U004976;16/8/2025;Bank Transfer;Transfer;49,63;0;0
T00052662;U004976;9/8/2025;Bank Transfer;Transfer;54,01;0;0
T00052663;U004976;7/8/2025;Card Payment;Travel;52,77;0,42;1
T00052664;U004976;22/8/2025;Bank Transfer;Transfer;22,25;0,07;1
T00052665;U004976;4/8/2025;Card Payment;Groceries;26,42;0,21;1
T00052666;U004976;2/9/2025;Card Payment;Dining;15,29;0,12;1
T00052667;U004976;11/9/2025;Cash Withdrawal;ATM;40;0;0
T00052668;U004976;24/9/2025;Card Payment;Dining;19,57;0,16;1
T00052669;U004976;1/9/2025;Card Payment;Entertainment;44,66;0,36;1
T00052670;U004976;6/10/2025;Card Payment;Entertainment;23,94;0,19;1
T00052671;U004976;10/10/2025;Card Payment;Utilities;17,69;0,14;1
T00052672;U004976;3/10/2025;Bank Transfer;Transfer;32,65;0,1;1
T00052673;U004976;2/10/2025;Bank Transfer;Transfer;44,33;0,13;1
T00052674;U004976;20/11/2025;Card Payment;Transport;23,95;0,19;1
T00052675;U004976;5/11/2025;Card Payment;Dining;23,69;0,19;1
T00052676;U004976;25/11/2025;Bank Transfer;Transfer;45,39;0,14;1
T00052677;U004976;24/11/2025;Card Payment;Transport;9,47;0,08;1
T00052678;U004976;20/11/2025;Card Payment;Online Retail;20,49;0,16;1
T00052679;U004976;29/11/2025;Bank Transfer;Transfer;40,11;0,12;1
T00052680;U004976;8/12/2025;Bank Transfer;Transfer;41,23;0,12;1
T00052681;U004976;23/12/2025;Card Payment;Transport;48,58;0,39;1
T00052682;U004976;24/12/2025;Card Payment;Utilities;27,11;0,22;1
T00052683;U004976;20/12/2025;Card Payment;Groceries;24,27;0,19;1
T00052684;U004976;8/12/2025;Card Payment;Travel;12,91;0,1;1
T00052685;U004976;30/12/2025;Card Payment;Travel;37,27;0,3;1
T00052686;U004976;26/12/2025;Bank Transfer;Transfer;44,88;0;0
T00052687;U004976;7/12/2025;Bank Transfer;Transfer;34,7;0;0
T00052688;U004976;11/12/2025;Card Payment;Transport;25,8;0,21;1
T00052689;U004976;21/12/2025;Card Payment;Transport;32,83;0,26;1
T00052690;U004976;19/12/2025;Card Payment;Utilities;33,05;0,26;1
T00052691;U004977;26/4/2025;Card Payment;Transport;8,48;0,08;1
T00052692;U004977;26/4/2025;Card Payment;Groceries;15,47;0,15;1
T00052693;U004977;7/5/2025;Card Payment;Dining;20,66;0,21;1
T00052694;U004977;5/5/2025;Bank Transfer;Transfer;130,03;0,52;1
T00052695;U004977;21/6/2025;Card Payment;Entertainment;11,21;0,11;1
T00052696;U004977;2/6/2025;Card Payment;Transport;29,37;0,29;1
T00052697;U004977;11/6/2025;Card Payment;Transport;76,49;0,76;1
T00052698;U004977;28/7/2025;Bank Transfer;Transfer;49,29;0;0
T00052699;U004977;16/7/2025;Bank Transfer;Transfer;35,55;0,14;1
T00052700;U004977;5/7/2025;Card Payment;Online Retail;26,88;0,27;1
T00052701;U004977;12/7/2025;Card Payment;Groceries;39,42;0,39;1
T00052702;U004977;24/8/2025;Card Payment;Entertainment;35,49;0,35;1
T00052703;U004977;21/9/2025;Card Payment;Travel;14,12;0,14;1
T00052704;U004977;10/9/2025;Bank Transfer;Transfer;85,24;0,34;1
T00052705;U004977;21/9/2025;Card Payment;Dining;24,9;0,25;1
T00052706;U004977;6/9/2025;Card Payment;Dining;69,09;0,69;1
T00052707;U004977;24/9/2025;Bank Transfer;Transfer;26,8;0;0
T00052708;U004977;9/9/2025;Card Payment;Transport;30,27;0,3;1
T00052709;U004977;14/9/2025;Bank Transfer;Transfer;22,96;0,09;1
T00052710;U004977;17/11/2025;Card Payment;Groceries;38,81;0,39;1
T00052711;U004977;20/12/2025;Card Payment;Utilities;18,39;0,18;1
T00052712;U004977;23/12/2025;Card Payment;Online Retail;34,46;0,34;1
T00052713;U004977;13/12/2025;Card Payment;Online Retail;39,18;0,39;1
T00052714;U004978;23/2/2025;Card Payment;Online Retail;53,32;0,53;1
T00052715;U004978;19/2/2025;Bank Transfer;Transfer;65,36;0,26;1
T00052716;U004978;28/2/2025;Bank Transfer;Transfer;37,37;0,15;1
T00052717;U004978;6/3/2025;Bank Transfer;Transfer;56,94;0;0
T00052718;U004978;15/3/2025;Bank Transfer;Transfer;19,75;0;0
T00052719;U004978;22/3/2025;Card Payment;Online Retail;24,04;0,24;1
T00052720;U004979;18/12/2025;Card Payment;Groceries;46,01;0,46;1
T00052721;U004979;27/12/2025;Card Payment;Online Retail;46,61;0,47;1
T00052722;U004979;29/12/2025;Card Payment;Groceries;66,98;0,67;1
T00052723;U004979;23/12/2025;Card Payment;Dining;10,16;0,1;1
T00052724;U004979;26/12/2025;Card Payment;Online Retail;33,93;0,34;1
T00052725;U004980;23/2/2025;Bank Transfer;Transfer;55,36;0;0
T00052726;U004980;24/2/2025;Card Payment;Online Retail;37,92;0,38;1
T00052727;U004980;22/2/2025;Card Payment;Transport;89,19;0,89;1
T00052728;U004980;24/2/2025;Bank Transfer;Transfer;23,81;0,1;1
T00052729;U004980;21/2/2025;Bank Transfer;Transfer;30,01;0,12;1
T00052730;U004980;5/3/2025;Card Payment;Fuel;28,61;0,29;1
T00052731;U004980;26/3/2025;Card Payment;Entertainment;59,96;0,6;1
T00052732;U004980;10/3/2025;Card Payment;Fuel;51,61;0,52;1
T00052733;U004980;30/3/2025;Card Payment;Dining;30,19;0,3;1
T00052734;U004980;19/3/2025;Card Payment;Online Retail;38,21;0,38;1
T00052735;U004980;16/3/2025;Card Payment;Utilities;24;0,24;1
T00052736;U004980;15/4/2025;Bank Transfer;Transfer;42,05;0,17;1
T00052737;U004980;17/4/2025;Bank Transfer;Transfer;76,57;0,31;1
T00052738;U004980;29/4/2025;Bank Transfer;Transfer;15,19;0,06;1
T00052739;U004980;10/4/2025;Card Payment;Entertainment;8,59;0,09;1
T00052740;U004980;8/5/2025;Cash Withdrawal;ATM;100;0;0
T00052741;U004980;7/5/2025;Card Payment;Groceries;53,37;0,53;1
T00052742;U004980;29/5/2025;Card Payment;Fuel;18,94;0,19;1
T00052743;U004980;13/5/2025;Card Payment;Groceries;47,58;0,48;1
T00052744;U004980;15/6/2025;Card Payment;Transport;35,89;0,36;1
T00052745;U004980;26/6/2025;Card Payment;Utilities;25,38;0,25;1
T00052746;U004980;6/6/2025;Cash Withdrawal;ATM;150;0;0
T00052747;U004980;9/6/2025;Card Payment;Dining;33,61;0,34;1
T00052748;U004980;2/6/2025;Card Payment;Groceries;10,61;0,11;1
T00052749;U004980;18/7/2025;Card Payment;Dining;5,99;0,06;1
T00052750;U004980;26/8/2025;Card Payment;Transport;29,48;0,29;1
T00052751;U004980;4/8/2025;Card Payment;Entertainment;49,09;0,49;1
T00052752;U004980;31/8/2025;Card Payment;Entertainment;22,46;0,22;1
T00052753;U004980;5/8/2025;Card Payment;Travel;16,06;0,16;1
T00052754;U004980;11/8/2025;Card Payment;Dining;14,23;0,14;1
T00052755;U004980;29/8/2025;Card Payment;Online Retail;34,16;0,34;1
T00052756;U004980;26/9/2025;Card Payment;Groceries;34,79;0,35;1
T00052757;U004980;26/9/2025;Card Payment;Online Retail;11,76;0,12;1
T00052758;U004980;23/9/2025;Bank Transfer;Transfer;48,1;0;0
T00052759;U004980;25/9/2025;Card Payment;Dining;31,15;0,31;1
T00052760;U004980;26/9/2025;Card Payment;Online Retail;41,38;0,41;1
T00052761;U004980;15/9/2025;Bank Transfer;Transfer;36,72;0,15;1
T00052762;U004980;16/10/2025;Card Payment;Groceries;7,76;0,08;1
T00052763;U004980;29/10/2025;Bank Transfer;Transfer;10;0,04;1
T00052764;U004980;31/10/2025;Card Payment;Groceries;17,32;0,17;1
T00052765;U004980;5/10/2025;Bank Transfer;Transfer;55,7;0,22;1
T00052766;U004980;19/10/2025;Card Payment;Groceries;31,8;0,32;1
T00052767;U004980;14/10/2025;Card Payment;Dining;52,49;0,52;1
T00052768;U004980;12/10/2025;Bank Transfer;Transfer;25,42;0,1;1
T00052769;U004980;25/10/2025;Card Payment;Fuel;37,18;0,37;1
T00052770;U004980;2/11/2025;Card Payment;Groceries;65,32;0,65;1
T00052771;U004980;28/11/2025;Card Payment;Online Retail;27,71;0,28;1
T00052772;U004980;9/11/2025;Card Payment;Online Retail;47,96;0,48;1
T00052773;U004980;16/12/2025;Card Payment;Dining;39,21;0,39;1
T00052774;U004981;11/9/2025;Card Payment;Dining;21,73;0,22;1
T00052775;U004981;27/9/2025;Card Payment;Dining;20,42;0,2;1
T00052776;U004981;6/11/2025;Bank Transfer;Transfer;42,2;0;0
T00052777;U004981;7/11/2025;Card Payment;Online Retail;50,28;0,5;1
T00052778;U004981;19/11/2025;Card Payment;Entertainment;17,88;0,18;1
T00052779;U004981;8/12/2025;Card Payment;Dining;19,77;0,2;1
T00052780;U004982;23/6/2025;Card Payment;Online Retail;40,48;0,32;1
T00052781;U004982;10/7/2025;Bank Transfer;Transfer;40,84;0;0
T00052782;U004982;2/7/2025;Bank Transfer;Transfer;10;0,03;1
T00052783;U004982;13/7/2025;Card Payment;Groceries;42,6;0,34;1
T00052784;U004982;1/8/2025;Bank Transfer;Transfer;37,51;0,11;1
T00052785;U004982;7/8/2025;Card Payment;Travel;24,37;0,19;1
T00052786;U004982;5/8/2025;Bank Transfer;Transfer;54,47;0,16;1
T00052787;U004982;31/8/2025;Card Payment;Entertainment;20,33;0,16;1
T00052788;U004982;2/9/2025;Card Payment;Travel;40,21;0,32;1
T00052789;U004982;15/10/2025;Card Payment;Entertainment;36,69;0,29;1
T00052790;U004982;10/11/2025;Card Payment;Entertainment;44,19;0,35;1
T00052791;U004982;20/12/2025;Card Payment;Utilities;40,96;0,33;1
T00052792;U004983;28/2/2025;Card Payment;Groceries;31,16;0,31;1
T00052793;U004983;25/3/2025;Card Payment;Groceries;13,7;0,14;1
T00052794;U004983;21/4/2025;Cash Withdrawal;ATM;150;0;0
T00052795;U004983;24/4/2025;Card Payment;Travel;16,47;0,16;1
T00052796;U004983;15/4/2025;Card Payment;Entertainment;31,47;0,31;1
T00052797;U004983;27/5/2025;Card Payment;Entertainment;41,97;0,42;1
T00052798;U004983;29/5/2025;Card Payment;Online Retail;16;0,16;1
T00052799;U004983;26/5/2025;Card Payment;Groceries;38,78;0,39;1
T00052800;U004983;3/5/2025;Card Payment;Travel;34,69;0,35;1
T00052801;U004985;19/7/2025;Cash Withdrawal;ATM;20;0;0
T00052802;U004985;11/7/2025;Bank Transfer;Transfer;46,7;0,19;1
T00052803;U004985;11/8/2025;Card Payment;Online Retail;14,37;0,14;1
T00052804;U004985;18/9/2025;Card Payment;Utilities;23,35;0,23;1
T00052805;U004985;10/9/2025;Card Payment;Travel;24,12;0,24;1
T00052806;U004985;13/9/2025;Card Payment;Fuel;21,52;0,22;1
T00052807;U004985;17/9/2025;Card Payment;Online Retail;34,77;0,35;1
T00052808;U004985;22/9/2025;Card Payment;Online Retail;16,26;0,16;1
T00052809;U004985;17/10/2025;Bank Transfer;Transfer;50,78;0,2;1
T00052810;U004985;11/10/2025;Card Payment;Transport;27,32;0,27;1
T00052811;U004985;19/10/2025;Card Payment;Fuel;3,99;0,04;1
T00052812;U004985;25/10/2025;Card Payment;Dining;29,82;0,3;1
T00052813;U004985;1/10/2025;Card Payment;Groceries;14,43;0,14;1
T00052814;U004985;4/11/2025;Card Payment;Entertainment;55,02;0,55;1
T00052815;U004985;25/11/2025;Card Payment;Utilities;40,82;0,41;1
T00052816;U004985;10/11/2025;Card Payment;Groceries;58,1;0,58;1
T00052817;U004985;25/11/2025;Cash Withdrawal;ATM;100;0;0
T00052818;U004985;19/11/2025;Card Payment;Fuel;25,98;0,26;1
T00052819;U004986;22/12/2025;Bank Transfer;Transfer;158,18;0,63;1
T00052820;U004987;19/5/2025;Card Payment;Groceries;12,64;0,13;1
T00052821;U004987;11/5/2025;Bank Transfer;Transfer;75,43;0,3;1
T00052822;U004987;10/5/2025;Card Payment;Travel;17,04;0,17;1
T00052823;U004987;15/5/2025;Bank Transfer;Transfer;112,56;0,45;1
T00052824;U004987;19/6/2025;Bank Transfer;Transfer;69,14;0;0
T00052825;U004987;9/6/2025;Card Payment;Travel;23,43;0,23;1
T00052826;U004987;13/6/2025;Card Payment;Dining;10,24;0,1;1
T00052827;U004987;8/6/2025;Bank Transfer;Transfer;83,74;0,33;1
T00052828;U004987;22/7/2025;Card Payment;Fuel;23,36;0,23;1
T00052829;U004987;18/7/2025;Card Payment;Travel;11,3;0,11;1
T00052830;U004987;19/7/2025;Card Payment;Online Retail;27,12;0,27;1
T00052831;U004987;30/7/2025;Bank Transfer;Transfer;168,08;0,67;1
T00052832;U004987;16/8/2025;Card Payment;Groceries;24,47;0,24;1
T00052833;U004987;1/8/2025;Card Payment;Online Retail;27,45;0,27;1
T00052834;U004987;10/8/2025;Card Payment;Online Retail;54,17;0,54;1
T00052835;U004987;31/8/2025;Card Payment;Fuel;34,41;0,34;1
T00052836;U004987;22/8/2025;Card Payment;Utilities;58,89;0,59;1
T00052837;U004987;15/8/2025;Card Payment;Utilities;31,71;0,32;1
T00052838;U004987;16/9/2025;Card Payment;Groceries;20,82;0,21;1
T00052839;U004987;27/9/2025;Card Payment;Groceries;22,47;0,22;1
T00052840;U004987;5/9/2025;Card Payment;Transport;63,83;0,64;1
T00052841;U004987;10/9/2025;Card Payment;Fuel;16,8;0,17;1
T00052842;U004987;28/9/2025;Bank Transfer;Transfer;54,46;0;0
T00052843;U004987;5/10/2025;Card Payment;Dining;10,1;0,1;1
T00052844;U004987;29/10/2025;Bank Transfer;Transfer;46,1;0,18;1
T00052845;U004987;23/10/2025;Card Payment;Dining;35,46;0,35;1
T00052846;U004987;19/10/2025;Card Payment;Groceries;42,24;0,42;1
T00052847;U004987;3/10/2025;Card Payment;Fuel;40,79;0,41;1
T00052848;U004987;29/11/2025;Card Payment;Transport;41,99;0,42;1
T00052849;U004987;30/11/2025;Bank Transfer;Transfer;52,19;0,21;1
T00052850;U004987;6/11/2025;Card Payment;Transport;23,35;0,23;1
T00052851;U004987;24/11/2025;Bank Transfer;Transfer;149,14;0;0
T00052852;U004987;8/12/2025;Bank Transfer;Transfer;47,25;0,19;1
T00052853;U004987;8/12/2025;Card Payment;Groceries;51,89;0,52;1
T00052854;U004987;23/12/2025;Cash Withdrawal;ATM;150;1;1
T00052855;U004987;8/12/2025;Card Payment;Transport;48,23;0,48;1
T00052856;U004987;18/12/2025;Card Payment;Travel;32,33;0,32;1
T00052857;U004987;18/12/2025;Card Payment;Dining;51,09;0,51;1
T00052858;U004987;24/12/2025;Card Payment;Entertainment;41,78;0,42;1
T00052859;U004988;21/7/2025;Card Payment;Transport;10,62;0,11;1
T00052860;U004988;17/7/2025;Card Payment;Entertainment;46,2;0,46;1
T00052861;U004988;17/7/2025;Card Payment;Groceries;50,4;0,5;1
T00052862;U004988;1/8/2025;Card Payment;Groceries;20,09;0,2;1
T00052863;U004988;1/8/2025;Card Payment;Groceries;46,67;0,47;1
T00052864;U004988;28/8/2025;Bank Transfer;Transfer;134,56;0,54;1
T00052865;U004988;16/8/2025;Bank Transfer;Transfer;132,13;0,53;1
T00052866;U004988;8/9/2025;Bank Transfer;Transfer;301,41;1,21;1
T00052867;U004988;2/9/2025;Bank Transfer;Transfer;10;0,04;1
T00052868;U004988;5/9/2025;Card Payment;Dining;34,23;0,34;1
T00052869;U004988;3/9/2025;Card Payment;Online Retail;32,86;0,33;1
T00052870;U004988;18/10/2025;Cash Withdrawal;ATM;40;0;0
T00052871;U004988;28/10/2025;Card Payment;Entertainment;29,55;0,3;1
T00052872;U004988;16/10/2025;Card Payment;Online Retail;15,87;0,16;1
T00052873;U004988;9/10/2025;Card Payment;Dining;27,1;0,27;1
T00052874;U004988;12/10/2025;Card Payment;Travel;16,03;0,16;1
T00052875;U004988;16/11/2025;Card Payment;Utilities;38,88;0,39;1
T00052876;U004988;28/11/2025;Card Payment;Utilities;32,44;0,32;1
T00052877;U004988;16/11/2025;Card Payment;Transport;47,62;0,48;1
T00052878;U004989;21/12/2025;Card Payment;Fuel;36,67;0,29;1
T00052879;U004989;26/12/2025;Card Payment;Utilities;16,05;0,13;1
T00052880;U004990;24/12/2025;Card Payment;Groceries;71,41;0,57;1
T00052881;U004990;27/12/2025;Card Payment;Transport;35,98;0,29;1
T00052882;U004990;31/12/2025;Card Payment;Fuel;15,27;0,12;1
T00052883;U004990;30/12/2025;Bank Transfer;Transfer;12,2;0;0
T00052884;U004992;26/6/2025;Card Payment;Groceries;19,69;0,2;1
T00052885;U004992;27/6/2025;Card Payment;Travel;28,53;0,29;1
T00052886;U004992;17/7/2025;Card Payment;Online Retail;45,82;0,46;1
T00052887;U004992;30/7/2025;Card Payment;Online Retail;21,57;0,22;1
T00052888;U004992;23/7/2025;Card Payment;Transport;31,89;0,32;1
T00052889;U004992;28/9/2025;Card Payment;Online Retail;17,47;0,17;1
T00052890;U004992;26/10/2025;Card Payment;Entertainment;46,66;0,47;1
T00052891;U004992;14/10/2025;Card Payment;Online Retail;30;0,3;1
T00052892;U004993;25/4/2025;Card Payment;Transport;28,08;0,28;1
T00052893;U004993;18/4/2025;Card Payment;Travel;48,41;0,48;1
T00052894;U004993;19/4/2025;Card Payment;Utilities;17,13;0,17;1
T00052895;U004993;15/4/2025;Bank Transfer;Transfer;51,47;0,21;1
T00052896;U004993;23/4/2025;Card Payment;Utilities;38,22;0,38;1
T00052897;U004993;22/5/2025;Card Payment;Utilities;16,28;0,16;1
T00052898;U004993;30/5/2025;Card Payment;Fuel;15,23;0,15;1
T00052899;U004993;31/5/2025;Card Payment;Entertainment;15,79;0,16;1
T00052900;U004993;26/5/2025;Card Payment;Online Retail;84,37;0,84;1
T00052901;U004993;21/5/2025;Card Payment;Groceries;19,41;0,19;1
T00052902;U004993;22/5/2025;Card Payment;Transport;45,93;0,46;1
T00052903;U004993;31/5/2025;Card Payment;Online Retail;53,43;0,53;1
T00052904;U004993;23/6/2025;Card Payment;Dining;38,02;0,38;1
T00052905;U004993;23/6/2025;Bank Transfer;Transfer;103,07;0,41;1
T00052906;U004993;22/6/2025;Card Payment;Utilities;29,26;0,29;1
T00052907;U004993;21/6/2025;Card Payment;Groceries;11,72;0,12;1
T00052908;U004993;11/6/2025;Bank Transfer;Transfer;34,8;0,14;1
T00052909;U004993;9/7/2025;Card Payment;Utilities;17,51;0,18;1
T00052910;U004993;11/7/2025;Card Payment;Utilities;41,71;0,42;1
T00052911;U004993;21/7/2025;Card Payment;Online Retail;83,77;0,84;1
T00052912;U004993;26/8/2025;Card Payment;Groceries;54,1;0,54;1
T00052913;U004993;11/8/2025;Card Payment;Groceries;20,38;0,2;1
T00052914;U004993;28/8/2025;Card Payment;Transport;8,42;0,08;1
T00052915;U004993;11/8/2025;Card Payment;Groceries;24,28;0,24;1
T00052916;U004993;9/8/2025;Card Payment;Online Retail;16,9;0,17;1
T00052917;U004993;18/8/2025;Card Payment;Online Retail;47,02;0,47;1
T00052918;U004993;9/9/2025;Card Payment;Entertainment;57,8;0,58;1
T00052919;U004993;21/9/2025;Card Payment;Entertainment;23,65;0,24;1
T00052920;U004993;17/9/2025;Card Payment;Groceries;61,6;0,62;1
T00052921;U004993;27/9/2025;Card Payment;Travel;65,26;0,65;1
T00052922;U004993;20/9/2025;Card Payment;Entertainment;34,25;0,34;1
T00052923;U004993;22/9/2025;Card Payment;Travel;56,97;0,57;1
T00052924;U004993;28/9/2025;Card Payment;Entertainment;12,78;0,13;1
T00052925;U004993;16/10/2025;Cash Withdrawal;ATM;40;1;1
T00052926;U004993;10/10/2025;Cash Withdrawal;ATM;100;0;0
T00052927;U004993;4/10/2025;Card Payment;Groceries;45,88;0,46;1
T00052928;U004993;8/10/2025;Bank Transfer;Transfer;227,82;0,91;1
T00052929;U004994;9/5/2025;Bank Transfer;Transfer;40,02;0,12;1
T00052930;U004994;16/5/2025;Card Payment;Dining;55,51;0,44;1
T00052931;U004994;14/5/2025;Card Payment;Groceries;15,61;0,12;1
T00052932;U004994;5/5/2025;Bank Transfer;Transfer;76,53;0,23;1
T00052933;U004994;9/6/2025;Card Payment;Entertainment;83,58;0,67;1
T00052934;U004994;11/6/2025;Card Payment;Groceries;40,27;0,32;1
T00052935;U004994;4/8/2025;Bank Transfer;Transfer;74,54;0;0
T00052936;U004994;24/8/2025;Card Payment;Groceries;17,91;0,14;1
T00052937;U004994;8/8/2025;Card Payment;Utilities;20,66;0,17;1
T00052938;U004994;18/9/2025;Card Payment;Travel;23,54;0,19;1
T00052939;U004994;6/9/2025;Card Payment;Travel;18,63;0,15;1
T00052940;U004994;20/9/2025;Card Payment;Groceries;21,84;0,17;1
T00052941;U004994;5/11/2025;Card Payment;Dining;43,94;0,35;1
T00052942;U004994;14/11/2025;Bank Transfer;Transfer;56,61;0,17;1
T00052943;U004994;14/11/2025;Card Payment;Entertainment;12,24;0,1;1
T00052944;U004994;12/12/2025;Card Payment;Transport;50,7;0,41;1
